utc_time,x_error,y_error,z_error,clock_error,t_min,sin_daily,cos_daily,sin_halfd,cos_halfd
2025-09-03 10:11:00,-0.026799934,0.073631655,0.078432899,0.008539498,0.0,0.0,1.0,0.0,1.0
2025-09-03 10:21:00,-0.085093127,0.038818173,0.082895838,-0.006356499,10.0,0.043619387365336,0.9990482215818578,0.08715574274765817,0.9961946980917455
2025-09-03 10:31:00,-0.098011992,0.039264336,0.114348378,0.01109373,20.0,0.08715574274765817,0.9961946980917455,0.17364817766693033,0.984807753012208
2025-09-03 10:41:00,-0.107813045,0.054687735,0.132517305,-0.006356499,30.0,0.13052619222005157,0.9914448613738104,0.25881904510252074,0.9659258262890683
2025-09-03 10:51:00,-0.06251346,0.02046125,0.072510837,-0.006356499,40.0,0.17364817766693033,0.984807753012208,0.3420201433256687,0.9396926207859084
2025-09-03 11:01:00,-0.067049238,0.051798817,0.118077869,-0.006356499,50.0,0.21643961393810288,0.9762960071199334,0.42261826174069944,0.9063077870366499
2025-09-03 11:57:00,-0.469946869,0.044073656,0.660201441,-0.014332238,106.0,0.44619781310980877,0.8949343616020251,0.7986355100472928,0.6018150231520483
2025-09-03 12:01:00,-0.099226913,-0.029361427,0.093226715,-0.006356499,110.0,0.4617486132350339,0.8870108331782217,0.8191520442889918,0.573576436351046
2025-09-03 12:11:00,-0.047000158,-0.011954684,0.122662981,0.01109373,120.0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001
2025-09-03 12:21:00,-0.094760614,-0.023004327,0.10518468,-0.006356499,130.0,0.5372996083468239,0.8433914458128857,0.9063077870366499,0.42261826174069944
2025-09-03 13:20:00,-0.522844751,-0.114417512,0.385933068,0.090369049,189.0,0.7343225094356854,0.6788007455329418,0.996917333733128,-0.07845909572784487
2025-09-03 13:21:00,-0.260877719,-0.091754563,0.16027372,0.023435466,190.0,0.7372773368101241,0.6755902076156602,0.9961946980917455,-0.08715574274765824
2025-09-03 13:31:00,0.034080828,-0.087099403,0.105749086,-0.014019165,200.0,0.766044443118978,0.6427876096865394,0.984807753012208,-0.1736481776669303
2025-09-03 13:41:00,-0.166154541,-0.051300939,0.06385389,0.023435466,210.0,0.7933533402912352,0.6087614290087207,0.9659258262890683,-0.25881904510252085
2025-09-03 13:51:00,-0.196628107,-0.07414658,0.065460388,-0.011464963,220.0,0.8191520442889918,0.573576436351046,0.9396926207859084,-0.3420201433256687
2025-09-03 14:01:00,-0.165072372,-0.045122795,0.02148753,-0.011464963,230.0,0.8433914458128856,0.5372996083468239,0.90630778703665,-0.42261826174069933
2025-09-03 14:11:00,-0.173809274,-0.136914536,0.086149931,-0.011464963,240.0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.49999999999999983
2025-09-03 15:26:00,-0.522844751,-0.35136563,-0.251508862,-0.027904022,315.0,0.9807852804032304,0.19509032201612833,0.3826834323650899,-0.9238795325112867
2025-09-03 15:31:00,-0.159982871,-0.08785478,-0.057381164,-0.046365422,320.0,0.984807753012208,0.17364817766693041,0.3420201433256689,-0.9396926207859083
2025-09-03 15:41:00,-0.166797161,-0.088235419,-0.064707786,-0.028915162,330.0,0.9914448613738104,0.1305261922200517,0.258819045102521,-0.9659258262890682
2025-09-03 15:51:00,-0.176098157,-0.082430024,-0.122549303,-0.046365392,340.0,0.9961946980917455,0.08715574274765814,0.17364817766693028,-0.984807753012208
2025-09-04 17:47:00,-0.522844751,0.409925637,0.439555116,0.03378673,1896.0,0.9135454576426008,-0.40673664307580043,-0.7431448254773946,-0.6691306063588578
2025-09-04 17:51:00,-0.145059071,0.132950215,0.067882702,-0.008910731,1900.0,0.9063077870366503,-0.4226182617406987,-0.766044443118977,-0.6427876096865406
2025-09-04 18:01:00,-0.211467613,0.106881801,0.098722767,-0.026360931,1910.0,0.8870108331782217,-0.46174861323503397,-0.8191520442889918,-0.573576436351046
2025-09-04 18:11:00,-0.195682641,0.186074456,0.057213813,-0.008910731,1920.0,0.8660254037844392,-0.4999999999999992,-0.8660254037844377,-0.5000000000000016
2025-09-04 19:15:00,-0.522844751,0.5481060985,-0.000603687,0.03378673,1984.0,0.6946583704589977,-0.7193398003386507,-0.9993908270190958,0.0348994967024999
2025-09-04 19:21:00,-0.119074706,0.014814829,0.011466771,-0.058707128,1990.0,0.6755902076156606,-0.7372773368101238,-0.9961946980917455,0.0871557427476574
2025-09-04 20:35:00,-0.522844751,0.534204077,-0.435082704,0.007855192,2064.0,0.40673664307580104,-0.9135454576426005,-0.7431448254773955,0.6691306063588568
2025-09-04 20:41:00,-0.187609674,0.112088744,-0.189741187,-0.02123451,2070.0,0.3826834323650905,-0.9238795325112864,-0.7071067811865487,0.7071067811865465
2025-09-04 20:51:00,-0.113190185,0.030456159,-0.111615494,-0.056134909,2080.0,0.3420201433256687,-0.9396926207859084,-0.6427876096865393,0.7660444431189781
2025-09-04 21:59:00,-0.482253073,0.1169241,-0.548191147,-0.077181149,2148.0,0.052335956242944494,-0.9986295347545738,-0.10452846326765479,0.9945218953682732
2025-09-04 22:01:00,-0.137998149,0.037673879,-0.184002347,0.038778844,2150.0,0.04361938736533543,-0.9990482215818578,-0.08715574274765703,0.9961946980917457
2025-09-04 22:11:00,-0.191218025,0.019640166,-0.242282348,0.036224642,2160.0,3.6739403974420594e-16,-1.0,-7.347880794884119e-16,1.0
2025-09-04 22:21:00,-0.117626876,0.033380453,-0.159829679,0.016220181,2170.0,-0.04361938736533647,-0.9990482215818577,0.08715574274765911,0.9961946980917454
2025-09-04 23:30:00,-0.510722465,-0.229274567,-0.723215692,0.079870827,2239.0,-0.33791671800332734,-0.9411760152563705,0.6360782202777646,0.7716245833877194
2025-09-04 23:31:00,-0.12898493,-0.07481128,-0.131789273,-0.00378428,2240.0,-0.342020143325668,-0.9396926207859086,0.6427876096865381,0.766044443118979
2025-09-04 23:41:00,-0.149323838,-0.086206459,-0.172971306,0.013665949,2250.0,-0.38268343236508984,-0.9238795325112867,0.7071067811865477,0.7071067811865475
2025-09-04 23:51:00,-0.244710792,-0.122379158,-0.167883614,0.013665919,2260.0,-0.42261826174069866,-0.9063077870366504,0.7660444431189769,0.6427876096865407
2025-09-05 23:46:00,0.173257452,0.5481060985,-0.247954343,-0.09452035,3695.0,-0.40274668985873824,-0.9153114791194467,0.7372773368101255,0.6755902076156586
2025-09-05 23:51:00,0.014136072,0.098720933,-0.009266581,0.001324183,3700.0,-0.42261826174070005,-0.9063077870366497,0.7660444431189789,0.6427876096865384
2025-09-06 00:59:00,0.140982337,0.5481060985,-0.577171501,0.025395359,3768.0,-0.6691306063588582,-0.7431448254773942,0.9945218953682733,0.10452846326765357
2025-09-06 01:01:00,0.013908878,0.134659275,-0.067289431,0.003878415,3770.0,-0.6755902076156585,-0.7372773368101256,0.9961946980917451,0.0871557427476629
2025-09-06 01:11:00,0.019546565,0.06171583,-0.067408971,0.021328644,3780.0,-0.7071067811865452,-0.7071067811865498,1.0,6.614949657305472e-15
2025-09-06 01:21:00,0.059832983,0.056043431,-0.039315034,0.018774413,3790.0,-0.7372773368101236,-0.6755902076156608,0.9961946980917457,-0.08715574274765679
2025-09-06 01:31:00,0.011891365,0.078088701,-0.076481938,0.036224612,3800.0,-0.766044443118977,-0.6427876096865406,0.9848077530122086,-0.17364817766692714
2025-09-06 01:41:00,0.035921536,0.085725619,-0.102250531,0.018774413,3810.0,-0.7933533402912357,-0.6087614290087199,0.9659258262890678,-0.2588190451025227
2025-09-06 02:46:00,-0.167498451,0.5481060985,-0.814271843,0.09927555300000002,3875.0,-0.9320078692827979,-0.36243803828370313,0.6755902076156626,-0.7372773368101219
2025-09-06 02:51:00,-0.0344739,0.048375752,-0.103029653,-0.008910731,3880.0,-0.9396926207859077,-0.34202014332567066,0.6427876096865425,-0.7660444431189755
2025-09-06 03:01:00,0.019743845,0.017248999,-0.057545797,-0.008910731,3890.0,-0.953716950748226,-0.30070579950427595,0.5735764363510509,-0.8191520442889884
2025-09-06 03:11:00,-0.111109197,0.096914606,-0.133015411,-0.008910731,3900.0,-0.9659258262890682,-0.25881904510252113,0.5000000000000007,-0.8660254037844383
2025-09-06 03:21:00,0.000614561,-0.004636142,-0.066873027,-0.008910731,3910.0,-0.976296007119933,-0.21643961393810415,0.42261826174070183,-0.9063077870366488
2025-09-06 03:31:00,0.02598948,0.046965871,-0.054773212,0.008539498,3920.0,-0.9848077530122077,-0.17364817766693255,0.34202014332567293,-0.9396926207859069
2025-09-06 03:41:00,-0.088868253,0.112274762,-0.12737477,0.025989728,3930.0,-0.9914448613738105,-0.13052619222005124,0.2588190451025201,-0.9659258262890685
2025-09-06 03:51:00,-0.059354763,0.051837355,-0.106131578,0.005985237,3940.0,-0.9961946980917454,-0.08715574274765875,0.17364817766693147,-0.9848077530122079
2025-09-06 04:01:00,-0.160149522,0.103794303,-0.162567098,0.020881264,3950.0,-0.9990482215818578,-0.04361938736533396,0.0871557427476541,-0.9961946980917459
2025-09-06 10:05:00,-0.522844751,-0.149780419,0.808407607,-0.062804481,4314.0,-0.026176948307874034,0.9996573249755573,-0.0523359562429456,0.9986295347545738
2025-09-06 10:11:00,-0.090801383,0.010562062,0.111598736,0.028543929,4320.0,-7.347880794884119e-16,1.0,-1.4695761589768238e-15,1.0
2025-09-06 10:21:00,-0.074041625,0.012991324,0.054791288,0.008539498,4330.0,0.04361938736533433,0.9990482215818578,0.08715574274765484,0.9961946980917459
2025-09-06 10:31:00,-0.092052122,-0.030021388,0.092020241,-0.008910731,4340.0,0.08715574274765911,0.9961946980917454,0.1736481776669322,0.9848077530122077
2025-09-06 10:41:00,-0.171241526,-0.113054205,0.219488008,-0.028915192,4350.0,0.1305261922200516,0.9914448613738104,0.25881904510252074,0.9659258262890683
2025-09-06 10:51:00,-0.082829826,-0.063609958,0.077884307,-0.026360931,4360.0,0.17364817766692942,0.9848077530122082,0.342020143325667,0.939692620785909
2025-09-06 11:01:00,-0.099391954,-0.102043435,0.168740699,-0.026360931,4370.0,0.21643961393810104,0.9762960071199338,0.42261826174069606,0.9063077870366516
2025-09-06 12:14:00,-0.522844751,-0.5529317800000001,0.412232958,-0.027045267,4443.0,0.5112930860770525,0.8594064115014525,0.8788171126619658,0.4771587602596075
2025-09-06 12:21:00,-0.064752941,-0.057521988,0.034512933,0.01109373,4450.0,0.5372996083468249,0.843391445812885,0.906307787036651,0.42261826174069717
2025-09-06 12:31:00,-0.238354216,-0.13660996,0.017611094,0.028543959,4460.0,0.5735764363510464,0.8191520442889916,0.9396926207859086,0.3420201433256681
2025-09-06 12:41:00,-0.119778709,-0.178298321,0.089388903,-0.006356499,4470.0,0.6087614290087202,0.7933533402912355,0.965925826289068,0.25881904510252196
2025-09-06 12:51:00,-0.161650727,-0.141935518,-0.016236544,-0.006356499,4480.0,0.6427876096865381,0.766044443118979,0.9848077530122075,0.1736481776669334
2025-09-06 13:01:00,-0.163398676,-0.146068916,0.014648575,-0.006356499,4490.0,0.6755902076156585,0.7372773368101257,0.9961946980917451,0.08715574274766313
2025-09-06 14:13:00,-0.522844751,-0.5529317800000001,-0.456633855,-0.079395895,4562.0,0.8703556959398994,0.4924235601034678,0.857167300702113,-0.5150380749100529
2025-09-07 13:41:00,-0.036200721,0.092313632,0.133444638,-0.026360961,5970.0,0.7933533402912355,0.6087614290087202,0.965925826289068,-0.25881904510252196
2025-09-07 13:51:00,-0.08211185,0.074631248,0.103968316,-0.026360931,5980.0,0.8191520442889916,0.5735764363510464,0.9396926207859086,-0.3420201433256681
2025-09-07 14:01:00,-0.067845948,0.076898634,0.1039284,-0.006356499,5990.0,0.843391445812885,0.5372996083468249,0.906307787036651,-0.42261826174069717
2025-09-07 14:11:00,-0.041462287,0.051013362,0.137734718,0.01109373,6000.0,0.8660254037844376,0.5000000000000019,0.8660254037844408,-0.49999999999999617
2025-09-07 14:21:00,-0.087296899,0.042560622,0.165440805,-0.006356499,6010.0,0.8870108331782203,0.46174861323503674,0.8191520442889955,-0.5735764363510409
2025-09-07 14:31:00,-0.130934495,0.093202226,0.225417065,-0.006356499,6020.0,0.9063077870366483,0.42261826174070316,0.7660444431189832,-0.642787609686533
2025-09-07 14:41:00,-0.153532878,0.063890276,0.161266778,-0.00378428,6030.0,0.9238795325112862,0.3826834323650911,0.7071067811865496,-0.7071067811865455
2025-09-07 14:51:00,-0.137262445,0.093835443,0.132474352,-0.00635647,6040.0,0.9396926207859075,0.342020143325671,0.642787609686543,-0.7660444431189749
2025-09-07 15:01:00,-0.144461568,0.122471364,0.143217292,-0.006356499,6050.0,0.9537169507482269,0.30070579950427295,0.5735764363510457,-0.819152044288992
2025-09-07 15:11:00,-0.148846943,0.04637997,0.151511321,0.01109373,6060.0,0.9659258262890681,0.25881904510252146,0.5000000000000012,-0.8660254037844379
2025-09-07 15:21:00,-0.230035815,0.106927201,0.18373343,0.0110937,6070.0,0.9762960071199338,0.21643961393810104,0.42261826174069606,-0.9063077870366516
2025-09-07 15:31:00,-0.190977547,0.07539133,0.118275603,0.008539498,6080.0,0.9848077530122082,0.17364817766692942,0.34202014332566694,-0.939692620785909
2025-09-07 15:41:00,-0.182637148,0.058358487,0.136019353,0.025989698,6090.0,0.9914448613738104,0.1305261922200516,0.25881904510252074,-0.9659258262890683
2025-09-07 15:51:00,-0.165731173,0.044489335,0.132015623,0.008539498,6100.0,0.9961946980917454,0.08715574274765911,0.1736481776669322,-0.9848077530122077
2025-09-07 16:11:00,-0.408012046,0.096461339,0.186527543,0.011970533,6120.0,1.0,2.8173066186755008e-15,5.6346132373510016e-15,-1.0
2025-09-07 17:21:00,-0.522844751,0.259928782,0.030715656,-0.010453853,6190.0,0.9537169507482266,-0.30070579950427434,-0.5735764363510482,-0.8191520442889904
2025-09-07 17:31:00,-0.1636406,0.072720733,0.025637303,0.025989728,6200.0,0.9396926207859083,-0.34202014332566905,-0.6427876096865398,-0.7660444431189776
2025-09-07 17:41:00,-0.208675927,0.07556681,-0.029935218,-0.011464963,6210.0,0.923879532511287,-0.3826834323650892,-0.7071067811865467,-0.7071067811865483
2025-09-07 17:51:00,-0.178968459,0.083170965,-0.018625636,-0.011464963,6220.0,0.9063077870366506,-0.42261826174069805,-0.766044443118976,-0.6427876096865417
2025-09-07 18:58:00,-0.522844751,0.13012493,-0.44777637,-0.09452035,6287.0,0.746057375061699,-0.6658816660008348,-0.9935718556765877,-0.11320321376790536
2025-09-07 19:01:00,-0.244238015,0.052564673,-0.148898173,0.008539498,6290.0,0.7372773368101248,-0.6755902076156595,-0.9961946980917453,-0.0871557427476602
2025-09-07 19:11:00,-0.107488316,0.011982635,-0.112896048,0.01109373,6300.0,0.7071067811865489,-0.7071067811865461,-1.0,-3.919488737908119e-15
2025-09-07 20:05:00,-0.522844751,6.22e-05,-0.544015393,-0.014332268,6354.0,0.5224985647159494,-0.8526401643540918,-0.8910065241883685,0.45399049973954564
2025-09-07 20:11:00,-0.206648063,-0.001829769,-0.239932971,0.048566378,6360.0,0.5000000000000036,-0.8660254037844366,-0.8660254037844427,0.499999999999993
2025-09-07 20:21:00,-0.142795103,-0.015222982,-0.220833858,0.048566378,6370.0,0.46174861323503835,-0.8870108331782194,-0.8191520442889975,0.5735764363510379
2025-09-07 20:31:00,-0.08177105,-0.037739679,-0.098174774,0.01109373,6380.0,0.4226182617406984,-0.9063077870366505,-0.7660444431189765,0.6427876096865411
2025-09-07 20:41:00,-0.154241551,-0.017986298,-0.243364867,0.01109373,6390.0,0.38268343236508956,-0.9238795325112868,-0.7071067811865472,0.7071067811865479
2025-09-07 20:51:00,-0.130916173,-0.060018655,-0.228665477,0.028543929,6400.0,0.3420201433256694,-0.9396926207859081,-0.6427876096865404,0.7660444431189771
2025-09-07 21:01:00,-0.163236763,-0.083755936,-0.245010105,-0.00635647,6410.0,0.3007057995042747,-0.9537169507482264,-0.5735764363510487,0.8191520442889899
2025-09-07 21:11:00,-0.052220766,-0.044118311,-0.118435729,0.025989698,6420.0,0.2588190451025198,-0.9659258262890685,-0.49999999999999833,0.8660254037844396
2025-09-07 21:21:00,-0.114157105,-0.082726426,-0.212642066,0.008539498,6430.0,0.21643961393810285,-0.9762960071199334,-0.4226182617406994,0.90630778703665
2025-09-07 21:31:00,-0.02066721,-0.049403172,-0.150673048,0.025989698,6440.0,0.17364817766693125,-0.9848077530122079,-0.34202014332567043,0.9396926207859078
2025-09-07 21:41:00,-0.186244344,-0.136665341,-0.182066269,0.005985266,6450.0,0.1305261922200534,-0.9914448613738102,-0.2588190451025243,0.9659258262890673
2025-09-07 21:51:00,-0.123883415,-0.14812921,-0.164790332,-0.011464963,6460.0,0.08715574274766094,-0.9961946980917453,-0.17364817766693583,0.9848077530122071
2025-09-08 22:27:00,-0.147834286,0.5481060985,-0.276914693,-0.02483046,7936.0,-0.06975647374412317,-0.9975640502598244,0.13917310096006122,0.9902680687415709
2025-09-08 22:31:00,0.029121075,0.032545315,0.016111329,0.016220181,7940.0,-0.0871557427476585,-0.9961946980917455,0.173648177666931,0.9848077530122079
2025-09-08 22:41:00,-0.038042733,0.146215316,-0.056968082,-0.018680278,7950.0,-0.130526192220051,-0.9914448613738105,0.2588190451025196,0.9659258262890686
2025-09-08 22:51:00,0.008932024,0.185868256,-0.108087491,-0.018680248,7960.0,-0.17364817766692883,-0.9848077530122084,0.3420201433256658,0.9396926207859094
2025-09-08 23:01:00,0.00496231,0.068845915,-0.106956288,-0.033576246,7970.0,-0.21643961393810046,-0.9762960071199339,0.42261826174069494,0.906307787036652
2025-09-08 23:11:00,-0.066798825,0.168448284,-0.095453959,0.001324183,7980.0,-0.25881904510251746,-0.9659258262890692,0.49999999999999406,0.866025403784442
2025-09-09 00:19:00,-0.232342325,0.5481060985,-0.638417648,0.09927555300000002,8048.0,-0.5299192642332015,-0.8480480961564282,0.8987940462991634,0.43837114678908484
2025-09-09 00:21:00,-0.061376698,0.082879949,-0.108932456,0.018774383,8050.0,-0.5372996083468213,-0.8433914458128873,0.9063077870366475,0.4226182617407047
2025-09-09 00:31:00,0.015138865,0.052008424,-0.094498529,0.03367041,8060.0,-0.5735764363510429,-0.819152044288994,0.9396926207859058,0.34202014332567593
2025-09-09 00:45:00,-0.014519066,0.060737919,-0.099629695,0.016220181,8074.0,-0.6225146366376177,-0.7826081568524154,0.9743700647852341,0.2249510543438695
2025-09-09 00:51:00,-0.068383817,0.096658062,-0.136220684,0.016220151,8080.0,-0.6427876096865349,-0.7660444431189817,0.984807753012206,0.1736481776669416
