utc_time,x_error,y_error,z_error,clock_error,t_min,sin_daily,cos_daily,sin_halfd,cos_halfd,upload_segment,time_since_upload_min
2025-09-03 00:01:00,0.22420839470137754,0.3249294538932578,0.550974654116671,-0.4556191640649529,-1.5755794408353785,0.26247373083697745,1.6381096808916062,0.0758722155526872,1.3081376173804056,0,-0.8440092059552969
2025-09-03 02:01:00,0.3036964321590462,0.3390737415742578,0.24431934219017537,-0.5530829749201889,-1.529978744228052,1.0254849349077537,1.4507917440346225,1.303145470802509,0.5956435513759886,1,-0.8440092059552969
2025-09-03 04:01:00,0.07317201363626769,0.27213222625407446,-0.11530130209407635,0.9736537245128155,-1.4843780476207253,1.5840479030318668,0.9390296233723634,1.3031454708025092,-0.8293445806328454,2,-0.8440092059552969
2025-09-03 06:01:00,0.4755807637600856,0.5329424297345245,-0.47144678910099763,1.2645234039935291,-1.4387773510133988,1.7884961389785303,0.23994956585312005,0.07587221555268736,-1.5418386466372629,3,-0.8440092059552969
2025-09-03 07:50:00,0.3544651999403908,0.3476891504845458,-0.06540751782763185,-1.8878158125326978,-1.3973567182617437,1.6191338099661607,-0.4002314799799261,-1.0778378234327868,-0.9443453347389703,4,-0.8440092059552969
2025-09-03 08:11:00,-0.14197413472524867,-0.4535089244085409,-0.19150867799822996,-0.36652448998402626,-1.3893765963554614,1.5495079759823434,-0.5112813163632085,-1.2084865378905196,-0.7190765219791292,4,-0.7434970724626593
2025-09-03 08:25:00,-0.37638736386242455,-0.2960318641715865,0.003781900091113467,0.05526768284925513,-1.3840565150846067,1.4970517928204758,-0.5818683301100498,-1.2719014427944486,-0.5571960642017696,4,-0.6764889834675675
2025-09-03 08:40:00,-0.077125134630232,-0.11544313308237575,-0.00255645448506401,-0.12355400338574345,-1.3783564280086908,1.4357435948976816,-0.6540885427161492,-1.3175308484603645,-0.3765339756851325,4,-0.6046946024013977
2025-09-03 08:55:00,-0.15303216577922993,-0.1789019011482643,-0.1905743999495129,-0.006937655732315921,-1.372656340932775,1.369411275293313,-0.7224803468861273,-1.3393187413767027,-0.19142863115195793,4,-0.532900221335228
2025-09-03 09:11:00,-0.06432792993288206,-0.08369328090107109,-0.5625644471601469,-0.01864039243266543,-1.3665762480517982,1.2934395263794791,-0.7908822001965918,-1.335868253776532,0.007345384423398885,4,-0.45631954819798026
2025-09-03 09:25:00,-0.6351788258749196,-0.4621732628070501,0.6510581783900853,-0.012577073294063476,-1.3612561667809435,1.2228307494794346,-0.8466249210192532,-1.3102931149578536,0.17942117729276744,4,-0.3893114592028885
2025-09-03 09:51:00,-0.5483609920225837,-0.5442118841540852,-0.8219056366774221,0.005853410519218409,-1.351376015849356,1.0824049730599106,-0.9392467150470997,-1.2084865378905196,0.48537549272227143,4,-0.26486786535486095
2025-09-03 09:55:00,-0.051730979344188494,0.013461466084997131,-0.0011122853174490794,-0.030349552359947216,-1.3498559926291118,1.0598182488153147,-0.9521779044266315,-1.1868026120112296,0.530080559545185,4,-0.245722697070549
2025-09-03 10:10:00,-0.7073220191829637,-0.5225336837410369,-0.10117217284834079,0.04291139791266867,-1.344155905553196,0.9730119224091781,-0.9974048511498448,-1.0920242755051242,0.6902716508852416,4,-0.17392831600437925
2025-09-03 10:25:00,-0.3863796727776089,-0.28819037951582377,-0.25803533968220566,0.04291139791266867,-1.3384558184772801,0.8831629623829218,-1.0373332562973454,-0.9772629062349388,0.8366526581968187,4,-0.10213393493820949
2025-09-03 10:40:00,-0.348661471659094,-0.31211360284099143,-0.07878038980730175,-0.03728964316723641,-1.3327557314013643,0.790656115777241,-1.0717921403083714,-0.8444821030467492,0.9667189618603326,4,-0.030339553872039737
2025-09-03 10:55:00,-0.10778968046555289,-0.06711183908581934,-0.07997549980558387,0.013432964570815569,-1.3270556443254484,0.6958875111112106,-1.1006339449513638,-0.6959537822968975,1.0782450913589092,4,0.04145482719413001
