utc_time,x_error,y_error,z_error,clock_error,t_min,sin_daily,cos_daily,sin_halfd,cos_halfd
2025-09-03 10:11:00,0.7698824182503153,0.3242274476910727,0.4079325145434328,0.2719447183932312,-1.7382810599858376,-0.20574260526012078,1.2603684775807473,-0.26466727754937597,1.1758847025313233
2025-09-03 10:21:00,0.39089026713784536,0.1261139678139422,0.42689664593685556,-0.2101402631177515,-1.7347893394033653,-0.13586470723526423,1.2591324897943028,-0.1355512440241818,1.1703761288865013
2025-09-03 10:31:00,0.30689849752794257,0.12865295269693727,0.5605462658883906,0.3546083283882359,-1.7312976188208928,-0.06611982576089809,1.2554268792079692,-0.007417861476506989,1.1538923315236405
2025-09-03 10:41:00,0.24317712684170614,0.21642306564982874,0.6377505294701931,-0.2101402631177515,-1.7278058982384206,0.003359275817051257,1.249258699662111,0.11875769768340896,1.1265587620938613
2025-09-03 10:51:00,0.5376915680673252,0.02165001630898984,0.38276820871536843,-0.2101402631177515,-1.724314177655948,0.07244034007979622,1.24063969263707,0.24201516126347344,1.0885834455649843
2025-09-03 11:01:00,0.5082022885696553,0.1999830669717396,0.5763937953649503,-0.2101402631177515,-1.7208224570734758,0.14099186729520166,1.2295862649025908,0.36141646554095086,1.0402553970259176
2025-09-03 11:57:00,-2.111229449383147,0.15602140498340153,2.880010907514514,-0.4682622262432425,-1.7012688218116305,0.5090626033104889,1.1239293197267792,0.9184635872546819,0.5994701834965425
2025-09-03 12:01:00,0.29899971038787787,-0.2618764610845748,0.47079509689871923,-0.2101402631177515,-1.6998721335786415,0.533974856576544,1.1136397563465927,0.9488576088011643,0.5585918671974897
2025-09-03 12:11:00,0.6385510234043726,-0.16281970976458673,0.5958770700459529,0.3546083283882359,-1.6963804129961693,0.5952532620086156,1.086387894012248,1.0182976946205833,0.45208225825316245
2025-09-03 12:21:00,0.3280372734103987,-0.22570003946358028,0.5216074471141154,-0.2101402631177515,-1.6928886924136968,0.6550069262817125,1.0569952380342462,1.0779736423263584,0.34006407566401303
2025-09-03 13:20:00,-2.4551440825800905,-0.74590609604252,1.714576770361335,2.9202265071776288,-1.6722875409771099,0.9706359853406628,0.8432563136893741,1.2122062803618991,-0.3852979565523353
2025-09-03 13:21:00,-0.7519701120235409,-0.61693779316871,0.7556944003298148,0.7540287613658627,-1.6719383689188627,0.9753695943714985,0.8390870810423228,1.2111357387686805,-0.3978872652922659
2025-09-03 13:31:00,1.165697602910835,-0.5904466209560362,0.5240057477727702,-0.45813012220102306,-1.6684466483363902,1.0214542609048431,0.7964893401908492,1.1942666589319577,-0.5230941369045436
2025-09-03 13:41:00,-0.13612906536086467,-0.3867278927548129,0.34598270024798927,0.7540287613658627,-1.664954927753918,1.0652028884541331,0.7523026440696743,1.166294210910216,-0.646387900966887
2025-09-03 13:51:00,-0.3342524093747674,-0.5167358430808862,0.35280910750008726,-0.37546748310776096,-1.6614632071714455,1.1065321990203179,0.7066111045662727,1.1274312819231262,-0.7668302174879704
2025-09-03 14:01:00,-0.12909336297315657,-0.3515698580881853,0.16595756037916098,-0.37546748310776096,-1.6579714865889732,1.145363519911731,0.6595016981230266,1.0779736423263586,-0.88350444771401
2025-09-03 14:11:00,-0.18589617497624666,-0.8739301676225857,0.4407240917563967,-0.37546748310776096,-1.6544797660065007,1.1816229335020274,0.611064100172624,1.0182976946205835,-0.9955226303031592
2025-09-03 15:26:00,-2.4551440825800905,-2.0943094590648377,-0.9940716149732998,-0.9074911841109872,-1.628291861637958,1.3654673073018722,0.21510572291456553,0.30225539816971725,-1.6091327137254667
2025-09-03 15:31:00,-0.09600406330005298,-0.5947452534826287,-0.16917502284540253,-1.5049646984831275,-1.626546001346722,1.3719112751738576,0.1872607665406634,0.2420151612634737,-1.6320238176149813
2025-09-03 15:41:00,-0.1403070477909556,-0.5969113601899944,-0.20030765142893048,-0.9402151037120058,-1.6230542807642494,1.382543867910374,0.13126217871428794,0.11875769768340938,-1.6699991341438583
2025-09-03 15:51:00,-0.20077730684038664,-0.5638745325175629,-0.4460905600420426,-1.5049637275813847,-1.6195625601817771,1.390153067072909,0.07494093332912197,-0.007417861476507071,-1.6973327035736376
2025-09-04 17:47:00,-2.4551440825800905,2.2379794543348517,1.9424301118155696,1.0890307698957584,-1.076250837549077,1.2577496670075787,-0.566432042838305,-1.3655920035106153,-1.2403569228727371
2025-09-04 17:51:00,0.0010227553333382853,0.6617922549947591,0.363102118668765,-0.29280387311275624,-1.074854149316088,1.2461549785195414,-0.587056051877195,-1.3995164209490076,-1.2022226721106677
2025-09-04 18:01:00,-0.4307311920756293,0.5134444335266938,0.4941491808942844,-0.8575515260803925,-1.0713624287336156,1.2152414179365876,-0.6378710689067757,-1.4781921638999163,-1.1020322392474868
2025-09-04 18:11:00,-0.32810547909521137,0.964106980374465,0.31776737113628867,-0.29280387311275624,-1.0678707081511432,1.1816229335020283,-0.6875446546436218,-1.547632249719334,-0.9955226303031618
2025-09-04 19:15:00,-2.4551440825800905,3.0243245857639014,0.07208651669502959,1.0890307698957584,-1.04552369642332,0.9070943625424635,-0.9723812396430423,-1.7452051682053107,-0.22119950399030455
2025-09-04 19:21:00,0.16995963938155945,-0.01048213620483532,0.1233768774843638,-1.9043841605590115,-1.0434286640738366,0.8765473232746228,-0.9956750815447328,-1.7404702938674323,-0.1455531067577326
2025-09-04 20:35:00,-2.4551440825800905,2.945212193137054,-1.7741222632307425,0.24979825546377077,-1.017589931763541,0.44584613508083076,-1.2245784064527954,-1.3655920035106166,0.6969165508227383
2025-09-04 20:41:00,-0.275619228613273,0.5430756435634223,-0.731605490169391,-0.6916431566706435,-1.0154948994140578,0.4073130903331843,-1.2379983265501973,-1.3122037907761845,0.7518910471519714
2025-09-04 20:51:00,0.20821774735750276,0.07852815918034209,-0.39963010192092824,-1.8211384302425244,-1.0120031788315853,0.34217083739292237,-1.2585333414243036,-1.2169187752178603,0.8372094946854394
2025-09-04 21:59:00,-2.1912380144653323,0.5705922592126343,-2.254748006660681,-2.5022661332942713,-0.9882594788707733,-0.12190083593980884,-1.3350693338858644,-0.4195199601394303,1.1679545714864126
2025-09-04 22:01:00,0.04692921335867535,0.11960212087078036,-0.7072197399259237,1.2505925092939818,-0.9875611347542788,-0.13586470723526511,-1.3356130442653016,-0.39378331107456843,1.1703761288865016
2025-09-04 22:11:00,-0.29907885806707274,0.01697746420657636,-0.954865875482069,1.1679298702007197,-0.9840694141718065,-0.2057426052601202,-1.3368490320517463,-0.264667277549377,1.1758847025313233
2025-09-04 22:21:00,0.17937268021713634,0.09516947246591959,-0.6045040962477141,0.5205176686997276,-0.9805776935893341,-0.27562050328497806,-1.3356130442653016,-0.13555124402418042,1.1703761288865013
2025-09-04 23:30:00,-2.3763312570836277,-1.3995244515545877,-2.9984705779201195,2.5804684393713453,-0.9564848215702747,-0.7470823944634812,-1.2604596904704917,0.6776446599647638,0.8452873330172993
2025-09-04 23:31:00,0.10552849539247612,-0.5205184589672927,-0.4853534774046336,-0.12689453280126456,-0.9561356495120275,-0.7536560479131628,-1.2585333414243038,0.6875842201191066,0.8372094946854406
2025-09-04 23:41:00,-0.026704550997667897,-0.5853651343303834,-0.6603461189935664,0.4378540587047229,-0.9526439289295552,-0.8187983008534246,-1.2379983265501977,0.7828692356774313,0.7518910471519729
2025-09-04 23:51:00,-0.646861125445841,-0.7912135259229852,-0.6387272576160603,0.43785308780298027,-0.9491522083470828,-0.8827735674333144,-1.2151795040394322,0.8701818658502555,0.6587823000606706
2025-09-05 23:46:00,2.070551933232583,3.0243245857639014,-0.9789675847913014,-3.063421482177613,-0.44809030476229816,-0.8509394735261465,-1.2268717774038211,0.8275651139817014,0.7062675011802092
2025-09-05 23:51:00,1.0360271286952034,0.46700328873405517,0.03527573795409377,0.03843265482535347,-0.44634444447106203,-0.8827735674333167,-1.2151795040394313,0.8701818658502585,0.6587823000606673
2025-09-06 00:59:00,1.8607158506345285,3.0243245857639014,-2.377892696983337,0.8174575456673435,-0.4226007445102499,-1.277684305973059,-1.0032946536968355,1.208657581326431,-0.12040427160546341
2025-09-06 01:01:00,1.0345500309699192,0.6715180222684495,-0.21127769941550897,0.12109626482035821,-0.42190240039375543,-1.288032533794861,-0.9956750815447353,1.2111357387686799,-0.14555310675772462
2025-09-06 01:11:00,1.071203352112043,0.25641792618567116,-0.2117856544350084,0.6858448563263456,-0.41841067981128305,-1.3385218241563637,-0.9564953338742892,1.2167730665369976,-0.2717201860249891
2025-09-06 01:21:00,1.3331247777995352,0.22413794037036103,-0.09240756913593977,0.6031812786947324,-0.4149189592288107,-1.3868548048917395,-0.9155676355133224,1.2111357387686807,-0.3978872652922638
2025-09-06 01:31:00,1.0214332063045184,0.3495912102998357,-0.25033893475458896,1.1679288992989771,-0.41142723864633834,-1.4329394714250832,-0.8729698946618496,1.1942666589319586,-0.5230941369045391
2025-09-06 01:41:00,1.1776649330327231,0.3930507068396043,-0.3598360583934362,0.6031812786947324,-0.40793551806386597,-1.4766880989743756,-0.8287831985406722,1.1662942109102152,-0.6463879009668897
2025-09-06 02:46:00,-0.14486647217612628,3.0243245857639014,-3.3853906796161857,3.2084711823187084,-0.3852393342777956,-1.6988115083750446,-0.5089054868291424,0.7361793120821557,-1.3390064630131169
2025-09-06 02:51:00,0.7199902656296147,0.18050339185634584,-0.36314674043043155,-0.29280387311275624,-0.3834934739865594,-1.7111224167650008,-0.48239062968172297,0.687584220119113,-1.3806498667354328
